source,target
150591,88945
150596,88945
150601,88945
150606,3434750
150612,88945
150617,88945
150622,88945
150627,88945
150632,88945
150638,6889
150642,72760
150649,56120
150654,88945
150660,88945
150665,88945
150671,88945
150677,6889
150682,19590
150687,16949861
150693,6889
150699,72760
150706,72760
150712,72760
150718,128608
150723,25353172
150728,128608
150736,19571
150743,56120
150748,56120
150753,6889
150758,689
150762,19571
150769,6889
150775,689
150780,66051
150786,88945
150793,36070
150797,128608
150804,57070
150811,689
150816,689
150821,689
150826,689
150831,689
150836,689
150841,18522
150846,35225
150849,21650
150855,6889
150860,689
150864,151012
150869,72760
150873,18522
150876,3765
150878,72760
150884,22199
150889,34548
150894,128608
150899,128608
150904,34878
150906,56120
150908,57070
150913,72760
150916,27532
150922,18522
150928,18522
150933,18522
150938,18522
150943,18522
150949,18522
150954,18522
150959,18522
150965,18522
150970,18522
150975,18522
150980,26811621
150986,151481
150991,23332
150996,34553
151001,151066
151007,26791
151012,9316
151018,56120
151020,175894
151025,88945
151033,66789
151039,88945
151047,6889
151052,6889
151057,6889
151063,6889
151068,128608
151075,56120
151079,57070
151087,148788
151092,57070
151098,88945
151105,88945
151111,18522
151116,11867
151122,72760
151127,128608
151132,128608
151137,128608
151142,128608
151147,88945
151153,88945
151159,88945
151164,88945
151169,88945
151174,88945
151179,88945
151185,6889
151190,6889
151195,6889
151200,18522
151205,18522
151211,6889
151216,6889
151221,6889
151226,16779
151231,128608
151237,128608
151242,88945
151248,18522
151254,128608
151259,32432
151265,32432
151271,72760
151276,36175
151280,18522
151287,6889
151290,57070
151296,57070
151302,18522
151307,56120
151313,56120
151318,88945
151323,73369
151328,35077
151329,69880
151337,1496
151346,23883155
151357,149139
151359,57361
151373,18987
151395,34606
151408,8357
151419,11393
151438,53418
151445,35515
151453,2397
151454,58925
151467,3434750
151484,151480
151497,16175
151514,34613
151530,34605
151550,149129
151574,149865
151584,9316
151591,36637
151617,40684
151633,58882
151664,3343
151686,34752
151709,26313
151724,34556
151732,34748
151735,57816
151743,36066
151750,57015
151762,80155
151785,34673
151799,12808
151807,11958
151814,22435
151851,34545
151854,152454
151864,62641
151901,34679
151913,46412
151940,5405
151967,64105
152002,18842395
152019,26825
152055,18839
152063,89937
152094,186977
152103,57117
152114,9316
152157,21504
152181,689
152195,34555
152203,57070
152211,6889
152218,6889
152224,6889
152229,56120
152235,57070
152241,57070
152246,57070
152260,5668
152262,63752
152297,14995351
152323,18717261
152334,15865
152343,3708
152357,36656
152368,2084
152382,154335
152382,154383
152386,20936358
152401,149139
152405,155146
152417,26964606
152434,34553
152445,11867
152454,25970
152465,48334
152476,152487
152490,4146
152498,163354
152513,765
152524,72760
152534,37802
152552,40250
152565,23588
152569,34555
152581,35082
152583,172333
152585,1008
152587,50650
152603,94154
152609,175239
152617,175664
152628,175184
152664,12024
152675,141265
152689,3343
152712,34968
152736,5715
152737,4443
152752,146956
152771,72516
152777,155664
152800,23490
152827,158772
152836,165477
152847,32786
152854,70407
152867,52386
152893,9252
152913,152911
152943,113367
152952,38493
152974,40914
152993,26103
153012,53392
153029,34788
153036,18435
153045,15923
153056,20196
153061,16076
153084,21504235
153100,34791
153105,23385833
153112,61763
153134,17566665
153147,36163
153166,66617
153183,101594
153197,18933196
153197,17561
153197,30045
153216,88585
153223,13452
153231,34555
153241,34744
153259,34361
153271,46531
153291,9316
153314,58733
153348,151574
153381,34645
153390,31741
153408,6195
153465,17238607
153499,153502
153527,152568
153557,17867
153569,153568
153578,34627
153586,87392
153592,34928
153597,10128
153612,153617
153623,153633
153632,38590
153638,153642
153642,25588686
153648,30275656
153655,34632
153661,36293
153666,12569
153671,79915
153673,18956035
153684,128325
153691,4552
153695,26553
153711,34615
153718,21476352
153727,3434750
153737,166479
153749,50012
153771,34629
153783,41103
153797,50521
153821,86765
153828,56499
153840,11185
153856,34664
153875,154164
153897,100822
153911,150076
153918,176100
153918,175707
153918,175355
153918,176224
153918,175378
153918,175237
153918,154431
153918,176215
153918,154935
153918,176231
153918,175137
153945,5042765
153954,61763
153962,100279
153994,2065
154015,34595
154028,17163
154046,18933600
154070,34867
154081,18948337
154099,9209651
154105,93985
154109,26805
154128,47802
154150,26779
154175,183325
154180,645042
154198,72760
154208,24107
154224,5644
154233,154171
154239,50240
154248,9316
154265,92292
154266,147836
154273,32917
154290,42105
154306,645042
154331,20786042
154338,152382
154349,56526
154355,128608
154362,3390
154362,28722
154372,72760
154383,19038
154403,34555
154409,152382
154432,128608
154448,164262
154465,39916
154487,3434750
154501,35852
154509,29812
154521,73640
154531,35898
154547,34994
154556,34632
154568,99981
154584,30325
154621,128263
154642,34636
154660,20206
154671,168432
154676,82005
154684,34846
154693,23245410
154723,10110
154732,34670
154739,51025
154765,34704
154771,22926
154782,15179
154783,154781
154802,105032
154823,27546
154864,43123011
154887,152405
154897,154904
154915,3343
154933,3343
154955,28203
154961,8092
154971,32927
154987,34679
155023,86260
155035,12108
155040,22348
155050,7406
155060,152405
155069,152405
155082,152405
155095,8176
155095,174112
155097,22721
155107,645042
155115,5165
155134,14914
155141,72760
155151,72760
155168,128608
155190,137225
155199,94342
155211,18522
155217,35502
155224,34548
155231,72760
155238,56120
155248,6889
155260,155233
155269,53016
155278,9316
155297,70541
155309,42953
155317,20586
155350,21578485
155380,16905
155406,34761
155421,53207
155450,34691
155469,7365
155496,10843
155511,36239
155517,34666
155522,2345
155534,136596
155546,9316
155554,9316
155572,37589
155588,34937
155608,8845
155615,34761
155637,34648
155650,26826
155664,101621
155688,14532
155712,34676
155720,34556
155723,89544
155739,50357
155753,23528
155764,18839
155783,13658
155801,35516
155810,39517
155816,157987
155831,162782
155844,26748
155857,23275904
155865,34614
155875,19180096
155884,35242
155892,72585
155900,39906
155908,8204
155910,33685
155927,168621
155953,8429
155957,18543
155965,38473
155982,12025
155989,4764461
156005,156062
156018,33130
156024,28030
156062,38622
156068,25814008
156081,58186
156093,34776
156104,15787
156116,8204
156135,19038
156147,3343
156154,153223
156154,13680
156154,48997
156154,30153241
156167,72760
156198,34847
156211,141998
156234,1710
156257,26536263
156276,117927
156292,17867
156327,18934404
156347,59635
156359,82785
156365,34637
156374,19338
156387,93621
156414,86960
156428,25754
156437,5407
156451,26748
156483,21556
156504,25431
156536,34647
156540,156703
156554,18950817
156566,156564
156589,50123
156592,40132
156606,19283920
156618,143062
156632,19672828
156644,161277
156650,2387806
156665,50650
156666,35079
156666,161639
156681,34846
156695,14848
156714,23785316
156720,18935551
156746,15368428
156767,2386
156774,27110
156809,19876
156828,19038
156839,128608
156849,128608
156878,35018
156898,175618
156907,17867
156930,34965
156935,55959
156940,11545
156952,16803
156958,35021
156961,34839
156965,1645518
156978,156998
156991,11054
156998,156940
157009,184757
157050,34594
157081,28148
157084,45882
157097,58843
157112,99345
157124,132982
157124,6651
157124,116713
157124,26810748
157124,16949861
157124,110604
157124,108244
157124,127596
157141,18836
157163,5166
157166,56542
157177,14282
157192,34847
157211,34717
157212,23276
157237,27119
157258,21949237
157272,78472
157294,9316
157304,34760
157317,36546
157337,52682
157362,26667
157381,75880
157403,31717
157423,5042765
157427,3434750
157437,34551
157470,34636
157477,113558
157490,31717
157502,72760
157513,11867
157529,1014
157539,28381
157559,70234
157574,72760
157584,72760
157600,30320
157601,930169
157603,22090
157616,174426
157626,85023
157641,5405
157652,13869
157657,37738
157663,15817
157667,178790
157674,36900
157683,34658
157702,40076
157721,19279158
157741,5405
157766,23033
157773,172028
157806,61603
157811,17357
157815,21920466
157826,37406
157835,897
157841,38493
157855,111442
157860,21504235
157872,9316
157879,142813
157884,54773
157894,24388
157902,1628
157907,55880
157912,26526175
157921,40419
157928,38706
157940,23034
157954,34714
157957,100727
157963,101181
157973,5058739
157987,40078
157991,53272
157999,50972
158004,35522
158010,9316
158020,21780446
158033,113553
158048,34748
158051,34609
158061,5247
158083,3434750
158106,142435
158125,18212
158138,45358446
158158,34756
158177,21031297
158196,20949522
158215,157985
158224,19344654
158237,112838
158277,185185
158287,16192
158294,146168
158307,3343
158317,68779
158328,3343
158340,51341
158348,80523
158358,61597
158364,19626
158371,34715
158376,71416
158386,23294
158401,13467
158407,36438
158425,23037
158449,34646
158478,158765
158497,183184
158498,3434750
158536,19230848
158538,22576
158549,161292
158556,158557
158571,34616
158589,5407
158598,23798040
158636,34707
158663,34981
158681,37161
158687,18964
158711,34669
158725,6288
158752,34615
158763,42914
158772,160499
158778,41600
158785,13869
158811,165528
158830,1523
158830,53032
158830,43085
158837,22194
158859,60644
158881,34610
158904,34982
158934,6341469
158951,34556
158976,34664
158997,21504235
159024,34598
159031,34654
159031,149561
159031,147101
159032,38368
159065,51611
159078,25532
159089,34892
159090,3765
159096,31737
159112,30636
159124,55857
159142,37868
159172,34761
159178,20218
159198,48747
159209,18973869
159213,34548
159225,10264
159229,3434750
159266,24553
159277,3434750
159304,34756
159344,127611
159354,13530298
159362,50100
159370,9316
159384,34645
159416,157909
159441,17747
159455,159471
159472,5131
159481,34598
159489,13869
159493,18110
159500,159499
159517,8253
159527,23487999
159534,34775
159547,186306
159570,25391
159599,34671
159614,23996
159622,842
159636,43490
159647,10577
159668,34558
159670,3997
159686,10597
159716,143396
159731,5405
159735,159731
159753,167810
159778,61762
159796,42828
159803,30395
159811,62557
159844,154732
159852,143364
159861,34636
159865,159866
159886,22194
159896,34939
159915,18948337
159924,173916
159934,22367
159942,19660
159948,47752
159956,19831
159961,164329
159973,3717
159979,29969
159989,9316
160012,34558
160026,29818009
160030,6886
160030,75129
160030,3434750
160061,34691
160071,13467
160084,51397
160111,15704166
160117,21148
160128,30395
160153,8143
160161,38679
160177,4699587
160181,22989
160192,99425
160202,71636
160222,19673
160228,60588
160228,59533
160229,189615
160233,37787
160240,7255
160261,34948
160261,34635
160283,7922
160303,25778403
160310,14532
160310,33521
160333,26168
160354,150237
160380,34703
160395,34847
160400,168409
160400,154437
160401,50214
160401,52724
160401,90422
160403,5407
160403,19279054
160403,13736167
160410,18953013
160410,147406
160410,22454
160420,27533
160422,15982
160422,22218
160423,2315
160423,23751607
160423,166238
160437,154228
160454,18866
160481,165567
160506,14617
160524,168874
160529,160535
160538,682482
160562,69481
160571,34739
160580,34771
160592,29810
160615,23141611
160630,165886
160638,23534170
160644,23139208
160656,160349
160660,39998
160661,160735
160661,27530
160666,75792
160670,162972
160676,27862
160688,160506
160691,1628
160697,160706
160706,147563
160711,13530298
160716,24517
160725,47332321
160730,6822
160743,34615
160760,63276
160768,34954
160772,8683
160772,19648
160778,160228
160778,16422
160780,3374
160780,150335
160781,2224
160781,149564
160781,158774
160783,149225
160783,172814
160783,179293
160784,177233
160784,169995
160785,144809
160785,161652
160785,34145
160786,142898
160786,5079506
160787,3382
160787,18856
160788,107622
160788,55896
160789,169979
160789,73643
160790,24573
160791,107814
160791,91131
160792,15848
160794,147367
160794,20054
160795,172794
160795,24969
160798,1787
160798,23300
160799,2735
160799,170026
160799,90422
160801,11310
160801,5068852
160802,9288
160802,175895
160804,15852
160805,164579
160805,29812
160806,169535
160806,159455
160807,19043935
160808,203407
160808,113619
160809,184587
160810,15847
160810,29812
160812,148375
160813,160814
160813,14995351
160814,2822
160814,78231
160814,30423
160827,47948
160869,44911
160902,26685
160904,34575
160904,59798
160914,11021
160945,34548
160960,8187
160985,19344654
160995,22934
161004,161611
161010,1794
161019,169324
161024,34866
161024,15789
161024,160669
161033,23996
161038,69894
161046,34667
161048,18110
161049,140622
161049,152438
161051,154309
161051,19364
161052,151603
161052,170466
161053,11063
161053,22554
161054,18950554
161054,21760
161055,147321
161055,18960192
161056,9946
161056,29812
161078,25781
161086,16766
161094,34704
161105,2224
161105,16022
161105,22366
161106,6927
161106,27765
161107,11008
161107,19524
161110,18951826
161110,168877
161110,22341
161111,91124
161111,16040
161111,22571
161112,152603
161112,98369
161112,21575
161114,1334
161114,11361
161114,19676
161114,127590
161115,51864
161115,22543
161119,16011
161120,161127
161120,22530
161123,8194
161123,15843
161123,3158351
161124,9230
161124,19635
161124,155962
161125,179315
161125,19675
161127,133814
161127,19674
161131,21148
161136,38684
161136,23955286
161176,33139
161193,34575
161209,27546
161228,23295
161243,30654
161252,15787
161262,54482
161275,35521
161278,34139
161302,150284
161310,34595
161317,57973
161323,146580
161339,8625
161341,32087
161352,34666
161354,36316
161366,4326
161393,34769
161395,34052
161403,34753
161408,69375
161429,7878457
161436,53678
161449,34777
161460,32603
161467,308
161488,35220
161503,92690
161513,22499522
161516,92715
161521,11323
161521,186505
161531,43661
161548,5119376
161570,3462
161583,34670
161591,5042916
161611,34748
161621,34003
161645,34670
161653,5405
161667,34652
161675,65288
161693,161667
161703,11170
161730,39990
161742,19283852
161742,49121
161754,13530298
161771,9316
161781,27808
161796,31045316
161810,96467
161835,18623
161855,162089
161866,34717
161878,161881
161890,34578
161896,8133
161907,36163
161914,34618
161917,34598
161923,172450
161944,47028
161948,18614
161960,698
161968,61759
161978,58970
161999,17524
162017,21490
162031,32087
162039,160365
162052,15872
162061,16831059
162075,149685
162079,10147
162089,23442
162096,21555729
162109,2733
162122,23442
162132,44027
162162,20206
162167,34982
162176,65071
162195,9316
162198,19514
162203,11887
162217,59283
162231,153668
